"Notes"	"County"	"County Code"	"Month"	"Month Code"	"Single Race 6"	"Single Race 6 Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Queens County, NY"	"36081"	"Mar., 2021 "	"2021/03"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Apr., 2021 "	"2021/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"May, 2021 "	"2021/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jun., 2021 "	"2021/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jul., 2021 "	"2021/07"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Sep., 2021 "	"2021/09"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2021 "	"2021/10"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Dec., 2021 "	"2021/12"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Queens County, NY"	"36081"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Rensselaer County, NY"	"36083"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Apr., 2018"	"2018/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"May, 2018"	"2018/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Oct., 2018"	"2018/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jan., 2019"	"2019/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Feb., 2019"	"2019/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Richmond County, NY"	"36085"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Saratoga County, NY"	"36091"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Feb., 2018"	"2018/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Mar., 2018"	"2018/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	40	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Apr., 2018"	"2018/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"May, 2018"	"2018/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jun., 2018"	"2018/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jul., 2018"	"2018/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Aug., 2018"	"2018/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Sep., 2018"	"2018/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Oct., 2018"	"2018/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Nov., 2018"	"2018/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Dec., 2018"	"2018/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jan., 2019"	"2019/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	24	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Feb., 2019"	"2019/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Mar., 2019"	"2019/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Apr., 2019"	"2019/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jun., 2019"	"2019/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	23	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jul., 2019"	"2019/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	29	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Sep., 2019"	"2019/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Oct., 2019"	"2019/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Nov., 2019"	"2019/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Dec., 2019"	"2019/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	22	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jan., 2020"	"2020/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	26	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Feb., 2020"	"2020/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	33	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"May, 2020"	"2020/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	46	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jun., 2020"	"2020/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	41	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	27	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	25	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	28	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	17	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	18	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jan., 2021 "	"2021/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	34	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Apr., 2021 "	"2021/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	35	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"May, 2021 "	"2021/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	37	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jun., 2021 "	"2021/06"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	44	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Jul., 2021 "	"2021/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	30	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Aug., 2021 "	"2021/08"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	55	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Sep., 2021 "	"2021/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	45	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	32	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	Not Applicable	Not Applicable
	"Suffolk County, NY"	"36103"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Ulster County, NY"	"36111"	"Feb., 2021 "	"2021/02"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Jan., 2018"	"2018/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Mar., 2018"	"2018/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Jul., 2018"	"2018/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Sep., 2018"	"2018/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Dec., 2018"	"2018/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Jan., 2019"	"2019/01"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"May, 2019"	"2019/05"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Aug., 2019"	"2019/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Mar., 2020"	"2020/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Apr., 2020"	"2020/04"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Jul., 2020"	"2020/07"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Aug., 2020"	"2020/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Sep., 2020"	"2020/09"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Oct., 2020"	"2020/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Nov., 2020"	"2020/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Dec., 2020"	"2020/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	15	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Mar., 2021 "	"2021/03"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	12	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Aug., 2021 "	"2021/08"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Oct., 2021 "	"2021/10"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	13	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Nov., 2021 "	"2021/11"	"Black or African American"	"2054-5"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Nov., 2021 "	"2021/11"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	Not Applicable	Not Applicable
	"Westchester County, NY"	"36119"	"Dec., 2021 "	"2021/12"	"White"	"2106-3"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2021, Single Race"
"Query Parameters:"
"Drug/Alcohol Induced Causes: Drug-induced causes"
"States: New York (36)"
"Group By: County; Month; Single Race 6; Drug/Alcohol Induced Cause"
"Show Totals: Disabled"
"Show Zero Values: Disabled"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: May 14, 2023 10:14:14 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2021 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"2018-2021, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on May 14, 2023 10:14:14 AM"
"---"
Messages:
"1. The full results are too long to be displayed. Due to suppression constraints rows that are zero, suppressed or a total will"
"not be available."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#NotApplicableRates."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Unreliable."
"3. Between December 22, 2020 and February 3, 2021, the county-level race-specific population figures and rates reported for year"
"2018 were inaccurate for queries that reported race-specific categories for single race 6 Race groups in combination for any"
"specific County and/or Urbanization categories. The results to such queries erroneously reported inaccurate population values"
"and death rates for specific 6 Race categories at the county level. This problem applied to all queries with County and/or"
"Urbanization categories and the specific 6 Race categories in year 2018. We apologize for this error."
